from,to,relation_type,label,exists_as_page,rendered_link,source_section,bidirectional_expected,broken
"abfallhierarchie","kreislaufwirtschaft","related","Kreislaufwirtschaft",true,"/begriffe/kreislaufwirtschaft/","relatedTerms",false,false
"abfallhierarchie","recycling","related","Recycling",true,"/begriffe/recycling/","relatedTerms",false,false
"abfallhierarchie","lineare-wirtschaft","related","Lineare Wirtschaft",true,"/begriffe/lineare-wirtschaft/","relatedTerms",false,false
"abfallhierarchie","zero-waste","related","Null-Abfall / Zero Waste",true,"/begriffe/zero-waste/","relatedTerms",false,false
"abfallhierarchie","kreislaufwirtschaft","related","Kreislaufwirtschaft",true,"/begriffe/kreislaufwirtschaft/","relatedTerms",false,false
"abfallhierarchie","recycling","related","Recycling",true,"/begriffe/recycling/","relatedTerms",false,false
"abfallhierarchie","lineare-wirtschaft","related","Lineare Wirtschaft",true,"/begriffe/lineare-wirtschaft/","relatedTerms",false,false
"abfallhierarchie","zero-waste","related","Null-Abfall / Zero Waste",true,"/begriffe/zero-waste/","relatedTerms",false,false
"abregelung","redispatch","related","Redispatch",true,"/begriffe/redispatch/","relatedTerms",false,false
"abregelung","erneuerbare-energien","related","Erneuerbare Energien",true,"/begriffe/erneuerbare-energien/","relatedTerms",false,false
"abregelung","netzengpass","related","Netzengpass",true,"/begriffe/netzengpass/","relatedTerms",false,false
"abregelung","einspeisemanagement","related","Einspeisemanagement",true,"/begriffe/einspeisemanagement/","relatedTerms",false,false
"abregelung","redispatch-2-0","related","Redispatch 2.0",true,"/begriffe/redispatch-2-0/","relatedTerms",false,false
"abregelung","redispatch","related","Redispatch",true,"/begriffe/redispatch/","relatedTerms",false,false
"abregelung","erneuerbare-energien","related","Erneuerbare Energien",true,"/begriffe/erneuerbare-energien/","relatedTerms",false,false
"abregelung","netzengpass","related","Netzengpass",true,"/begriffe/netzengpass/","relatedTerms",false,false
"abregelung","einspeisemanagement","related","Einspeisemanagement",true,"/begriffe/einspeisemanagement/","relatedTerms",false,false
"abregelung","redispatch-2-0","related","Redispatch 2.0",true,"/begriffe/redispatch-2-0/","relatedTerms",false,false
"ac-laden","on-board-charger","related","On-Board-Charger",true,"/begriffe/on-board-charger/","relatedTerms",false,false
"ac-laden","typ-2-stecker","related","Typ-2-Stecker",true,"/begriffe/typ-2-stecker/","relatedTerms",false,false
"ac-laden","wallbox","related","Wallbox",true,"/begriffe/wallbox/","relatedTerms",false,false
"ac-laden","ladeinfrastruktur","related","Ladeinfrastruktur",true,"/begriffe/ladeinfrastruktur/","relatedTerms",false,false
"ac-laden","normalladen","related","Normalladen",true,"/begriffe/normalladen/","relatedTerms",false,false
"ac-laden","on-board-charger","related","On-Board-Charger",true,"/begriffe/on-board-charger/","relatedTerms",false,false
"ac-laden","typ-2-stecker","related","Typ-2-Stecker",true,"/begriffe/typ-2-stecker/","relatedTerms",false,false
"ac-laden","wallbox","related","Wallbox",true,"/begriffe/wallbox/","relatedTerms",false,false
"ac-laden","ladeinfrastruktur","related","Ladeinfrastruktur",true,"/begriffe/ladeinfrastruktur/","relatedTerms",false,false
"ac-laden","normalladen","related","Normalladen",true,"/begriffe/normalladen/","relatedTerms",false,false
"ad-hoc-laden","roaming-ladeinfrastruktur","related","Roaming Ladeinfrastruktur",true,"/begriffe/roaming-ladeinfrastruktur/","relatedTerms",false,false
"ad-hoc-laden","eichrecht-ladeinfrastruktur","related","Eichrecht Ladeinfrastruktur",true,"/begriffe/eichrecht-ladeinfrastruktur/","relatedTerms",false,false
"ad-hoc-laden","roaming-ladeinfrastruktur","related","Roaming Ladeinfrastruktur",true,"/begriffe/roaming-ladeinfrastruktur/","relatedTerms",false,false
"ad-hoc-laden","eichrecht-ladeinfrastruktur","related","Eichrecht Ladeinfrastruktur",true,"/begriffe/eichrecht-ladeinfrastruktur/","relatedTerms",false,false
"adam-smith","kapital","related","Kapital",true,"/begriffe/kapital/","relatedTerms",false,false
"adam-smith","wirkungswahrheit","related","Wirkungswahrheit",true,"/begriffe/wirkungswahrheit/","relatedTerms",false,false
"adam-smith","externalisierung","related","Externalisierung",true,"/begriffe/externalisierung/","relatedTerms",false,false
"adam-smith","marktwert","related","Marktwert",true,"/begriffe/marktwert/","relatedTerms",false,false
"adam-smith","kapital","related","Kapital",true,"/begriffe/kapital/","relatedTerms",false,false
"adam-smith","wirkungswahrheit","related","Wirkungswahrheit",true,"/begriffe/wirkungswahrheit/","relatedTerms",false,false
"adam-smith","externalisierung","related","Externalisierung",true,"/begriffe/externalisierung/","relatedTerms",false,false
"adam-smith","marktwert","related","Marktwert",true,"/begriffe/marktwert/","relatedTerms",false,false
"adverse-selection","informationsasymmetrie","related","Informationsasymmetrie",true,"/begriffe/informationsasymmetrie/","relatedTerms",false,false
"adverse-selection","informationsasymmetrie","related","Informationsasymmetrie",true,"/begriffe/informationsasymmetrie/","relatedTerms",false,false
"advocacy-organisation","ngo","related","NGO",true,"/begriffe/ngo/","relatedTerms",false,false
"advocacy-organisation","lobbyismus","related","Lobbyismus",true,"/begriffe/lobbyismus/","relatedTerms",false,false
"advocacy-organisation","interessenvertretung","related","Interessenvertretung",true,"/begriffe/interessenvertretung/","relatedTerms",false,false
"advocacy-organisation","public-affairs","related","Public Affairs",true,"/begriffe/public-affairs/","relatedTerms",false,false
"advocacy-organisation","thinktank","related","Thinktank",true,"/begriffe/thinktank/","relatedTerms",false,false
"advocacy-organisation","heritage-foundation","related","Heritage Foundation",true,"/begriffe/heritage-foundation/","relatedTerms",false,false
"advocacy-organisation","bewegungs-ngo","related","Bewegungs-NGO",true,"/begriffe/bewegungs-ngo/","relatedTerms",false,false
"advocacy-organisation","ngo","related","NGO",true,"/begriffe/ngo/","relatedTerms",false,false
"advocacy-organisation","lobbyismus","related","Lobbyismus",true,"/begriffe/lobbyismus/","relatedTerms",false,false
"advocacy-organisation","interessenvertretung","related","Interessenvertretung",true,"/begriffe/interessenvertretung/","relatedTerms",false,false
"advocacy-organisation","public-affairs","related","Public Affairs",true,"/begriffe/public-affairs/","relatedTerms",false,false
"advocacy-organisation","thinktank","related","Thinktank",true,"/begriffe/thinktank/","relatedTerms",false,false
"advocacy-organisation","heritage-foundation","related","Heritage Foundation",true,"/begriffe/heritage-foundation/","relatedTerms",false,false
"advocacy-organisation","bewegungs-ngo","related","Bewegungs-NGO",true,"/begriffe/bewegungs-ngo/","relatedTerms",false,false
"aeussere-loops","innere-loops","related","Innere Loops",true,"/begriffe/innere-loops/","relatedTerms",false,false
"aeussere-loops","recycling","related","Recycling",true,"/begriffe/recycling/","relatedTerms",false,false
"aeussere-loops","downcycling","related","Downcycling",true,"/begriffe/downcycling/","relatedTerms",false,false
"aeussere-loops","kreislaufwirkung","related","Kreislaufwirkung",true,"/begriffe/kreislaufwirkung/","relatedTerms",false,false
"aeussere-loops","circular-economy-butterfly-model","related","Circular Economy Butterfly Model",true,"/begriffe/circular-economy-butterfly-model/","relatedTerms",false,false
"aeussere-loops","innere-loops","related","Innere Loops",true,"/begriffe/innere-loops/","relatedTerms",false,false
"aeussere-loops","recycling","related","Recycling",true,"/begriffe/recycling/","relatedTerms",false,false
"aeussere-loops","downcycling","related","Downcycling",true,"/begriffe/downcycling/","relatedTerms",false,false
"aeussere-loops","kreislaufwirkung","related","Kreislaufwirkung",true,"/begriffe/kreislaufwirkung/","relatedTerms",false,false
"aeussere-loops","circular-economy-butterfly-model","related","Circular Economy Butterfly Model",true,"/begriffe/circular-economy-butterfly-model/","relatedTerms",false,false
"affekt","affektheuristik","related","Affektheuristik",true,"/begriffe/affektheuristik/","relatedTerms",false,false
"affekt","emotionsregulation","related","Emotionsregulation",true,"/begriffe/emotionsregulation/","relatedTerms",false,false
"affekt","affektheuristik","related","Affektheuristik",true,"/begriffe/affektheuristik/","relatedTerms",false,false
"affekt","emotionsregulation","related","Emotionsregulation",true,"/begriffe/emotionsregulation/","relatedTerms",false,false
"affektheuristik","salienz","related","Salienz",true,"/begriffe/salienz/","relatedTerms",false,false
"affektheuristik","alarm-frame","related","Alarm-Frame / Bedrohungsframe",true,"/begriffe/alarm-frame/","relatedTerms",false,false
"affektheuristik","framing","related","Frame / Framing",true,"/begriffe/framing/","relatedTerms",false,false
"affektheuristik","emotionsregulation","related","Emotionsregulation",true,"/begriffe/emotionsregulation/","relatedTerms",false,false
"affektheuristik","verfuegbarkeitsheuristik","related","Verfügbarkeitsheuristik",true,"/begriffe/verfuegbarkeitsheuristik/","relatedTerms",false,false
"affektheuristik","kognitive-dissonanz","related","Kognitive Dissonanz",true,"/begriffe/kognitive-dissonanz/","relatedTerms",false,false
"affektheuristik","affekt","related","Affekt",true,"/begriffe/affekt/","relatedTerms",false,false
"affektheuristik","salienz","related","Salienz",true,"/begriffe/salienz/","relatedTerms",false,false
"affektheuristik","alarm-frame","related","Alarm-Frame / Bedrohungsframe",true,"/begriffe/alarm-frame/","relatedTerms",false,false
"affektheuristik","framing","related","Frame / Framing",true,"/begriffe/framing/","relatedTerms",false,false
"affektheuristik","emotionsregulation","related","Emotionsregulation",true,"/begriffe/emotionsregulation/","relatedTerms",false,false
"affektheuristik","verfuegbarkeitsheuristik","related","Verfügbarkeitsheuristik",true,"/begriffe/verfuegbarkeitsheuristik/","relatedTerms",false,false
"affektheuristik","kognitive-dissonanz","related","Kognitive Dissonanz",true,"/begriffe/kognitive-dissonanz/","relatedTerms",false,false
"affektheuristik","affekt","related","Affekt",true,"/begriffe/affekt/","relatedTerms",false,false
"agenda-2030","sdgs","related","SDGs",true,"/begriffe/sdgs/","relatedTerms",false,false
"agenda-2030","sdg-plus","related","SDG+",true,"/begriffe/sdg-plus/","relatedTerms",false,false
"agenda-2030","positive-netto-wirkung","related","positive Netto-Wirkung",true,"/begriffe/positive-netto-wirkung/","relatedTerms",false,false
"agenda-2030","hunger-hungerbekaempfung","related","Hunger / Hungerbekämpfung",true,"/begriffe/hunger-hungerbekaempfung/","relatedTerms",false,false
"agenda-2030","idgs","related","IDGs",true,"/begriffe/idgs/","relatedTerms",false,false
"agenda-2030","mensch-planet-demokratie","related","Mensch, Planet und Demokratie",true,"/begriffe/mensch-planet-demokratie/","relatedTerms",false,false
"agenda-2030","sdg-sdgplus-referenzrahmen","related","SDG-/SDG+-Referenzrahmen",true,"/begriffe/sdg-sdgplus-referenzrahmen/","relatedTerms",false,false
"agenda-2030","sdgs","related","SDGs",true,"/begriffe/sdgs/","relatedTerms",false,false
"agenda-2030","sdg-plus","related","SDG+",true,"/begriffe/sdg-plus/","relatedTerms",false,false
"agenda-2030","positive-netto-wirkung","related","positive Netto-Wirkung",true,"/begriffe/positive-netto-wirkung/","relatedTerms",false,false
"agenda-2030","hunger-hungerbekaempfung","related","Hunger / Hungerbekämpfung",true,"/begriffe/hunger-hungerbekaempfung/","relatedTerms",false,false
"agenda-2030","idgs","related","IDGs",true,"/begriffe/idgs/","relatedTerms",false,false
"agenda-2030","mensch-planet-demokratie","related","Mensch, Planet und Demokratie",true,"/begriffe/mensch-planet-demokratie/","relatedTerms",false,false
"agenda-2030","sdg-sdgplus-referenzrahmen","related","SDG-/SDG+-Referenzrahmen",true,"/begriffe/sdg-sdgplus-referenzrahmen/","relatedTerms",false,false
"agenda-setting","framing","related","Frame / Framing",true,"/begriffe/framing/","relatedTerms",false,false
"agenda-setting","thinktank","related","Thinktank",true,"/begriffe/thinktank/","relatedTerms",false,false
"agenda-setting","policy-netzwerk","related","Policy-Netzwerk",true,"/begriffe/policy-netzwerk/","relatedTerms",false,false
"agenda-setting","aufmerksamkeit","related","Aufmerksamkeit",true,"/begriffe/aufmerksamkeit/","relatedTerms",false,false
"agenda-setting","policy-entrepreneurship","related","Policy Entrepreneurship",true,"/begriffe/policy-entrepreneurship/","relatedTerms",false,false
"agenda-setting","astroturfing","related","Astroturfing",true,"/begriffe/astroturfing/","relatedTerms",false,false
"agenda-setting","public-affairs","related","Public Affairs",true,"/begriffe/public-affairs/","relatedTerms",false,false
"agenda-setting","propaganda","related","Propaganda",true,"/begriffe/propaganda/","relatedTerms",false,false
"agenda-setting","politischer-vorraum","related","Politischer Vorraum",true,"/begriffe/politischer-vorraum/","relatedTerms",false,false
"agenda-setting","framing","related","Frame / Framing",true,"/begriffe/framing/","relatedTerms",false,false
"agenda-setting","thinktank","related","Thinktank",true,"/begriffe/thinktank/","relatedTerms",false,false
"agenda-setting","policy-netzwerk","related","Policy-Netzwerk",true,"/begriffe/policy-netzwerk/","relatedTerms",false,false
"agenda-setting","aufmerksamkeit","related","Aufmerksamkeit",true,"/begriffe/aufmerksamkeit/","relatedTerms",false,false
"agenda-setting","policy-entrepreneurship","related","Policy Entrepreneurship",true,"/begriffe/policy-entrepreneurship/","relatedTerms",false,false
"agenda-setting","astroturfing","related","Astroturfing",true,"/begriffe/astroturfing/","relatedTerms",false,false
"agenda-setting","public-affairs","related","Public Affairs",true,"/begriffe/public-affairs/","relatedTerms",false,false
"agenda-setting","propaganda","related","Propaganda",true,"/begriffe/propaganda/","relatedTerms",false,false
"agenda-setting","politischer-vorraum","related","Politischer Vorraum",true,"/begriffe/politischer-vorraum/","relatedTerms",false,false
"akkumulation","kapital","related","Kapital",true,"/begriffe/kapital/","relatedTerms",false,false
"akkumulation","kapital-als-machtverhaeltnis","related","Kapital als Machtverhältnis",true,"/begriffe/kapital-als-machtverhaeltnis/","relatedTerms",false,false
"akkumulation","kapitalwirkung","related","Kapitalwirkung",true,"/begriffe/kapitalwirkung/","relatedTerms",false,false
"akkumulation","kapital","related","Kapital",true,"/begriffe/kapital/","relatedTerms",false,false
"akkumulation","kapital-als-machtverhaeltnis","related","Kapital als Machtverhältnis",true,"/begriffe/kapital-als-machtverhaeltnis/","relatedTerms",false,false
"akkumulation","kapitalwirkung","related","Kapitalwirkung",true,"/begriffe/kapitalwirkung/","relatedTerms",false,false
"akkumulator","batterie","related","Batterie",true,"/begriffe/batterie/","relatedTerms",false,false
"akkumulator","zyklenfestigkeit","related","Zyklenfestigkeit",true,"/begriffe/zyklenfestigkeit/","relatedTerms",false,false
"akkumulator","batterie","related","Batterie",true,"/begriffe/batterie/","relatedTerms",false,false
"akkumulator","zyklenfestigkeit","related","Zyklenfestigkeit",true,"/begriffe/zyklenfestigkeit/","relatedTerms",false,false
"alan-watts-daoismus","dao","related","Dao / Tao",true,"/begriffe/dao/","relatedTerms",false,false
"alan-watts-daoismus","wu-wei","related","Wu Wei / Nicht-Erzwingen",true,"/begriffe/wu-wei/","relatedTerms",false,false
"alan-watts-daoismus","prozessdenken","related","Prozessdenken",true,"/begriffe/prozessdenken/","relatedTerms",false,false
"alan-watts-daoismus","nicht-dualitaet","related","Nicht-Dualität",true,"/begriffe/nicht-dualitaet/","relatedTerms",false,false
"alan-watts-daoismus","selbstorganisation","related","Selbstorganisation",true,"/begriffe/selbstorganisation/","relatedTerms",false,false
"alan-watts-daoismus","dao","related","Dao / Tao",true,"/begriffe/dao/","relatedTerms",false,false
"alan-watts-daoismus","wu-wei","related","Wu Wei / Nicht-Erzwingen",true,"/begriffe/wu-wei/","relatedTerms",false,false
"alan-watts-daoismus","prozessdenken","related","Prozessdenken",true,"/begriffe/prozessdenken/","relatedTerms",false,false
"alan-watts-daoismus","nicht-dualitaet","related","Nicht-Dualität",true,"/begriffe/nicht-dualitaet/","relatedTerms",false,false
"alan-watts-daoismus","selbstorganisation","related","Selbstorganisation",true,"/begriffe/selbstorganisation/","relatedTerms",false,false
"alarm-frame","framing","related","Frame / Framing",true,"/begriffe/framing/","relatedTerms",false,false
"alarm-frame","reframing","related","Reframing",true,"/begriffe/reframing/","relatedTerms",false,false
"alarm-frame","kognitive-dissonanz","related","Kognitive Dissonanz",true,"/begriffe/kognitive-dissonanz/","relatedTerms",false,false
"alarm-frame","scheinentlastung","related","Scheinentlastung",true,"/begriffe/scheinentlastung/","relatedTerms",false,false
"alarm-frame","emotionsregulation","related","Emotionsregulation",true,"/begriffe/emotionsregulation/","relatedTerms",false,false
"alarm-frame","wirkstoff","related","Wirkstoff",true,"/begriffe/wirkstoff/","relatedTerms",false,false
"alarm-frame","wirkungsrisiko","related","Wirkungsrisiko",true,"/begriffe/wirkungsrisiko/","relatedTerms",false,false
"alarm-frame","verlustaversion","related","Verlustaversion",true,"/begriffe/verlustaversion/","relatedTerms",false,false
"alarm-frame","baseline-verschiebung","related","Baseline-Verschiebung",true,"/begriffe/baseline-verschiebung/","relatedTerms",false,false
"alarm-frame","destruktives-narrativ","related","Destruktives Narrativ",true,"/begriffe/destruktives-narrativ/","relatedTerms",false,false
"alarm-frame","resonanzrisiko","related","Resonanzrisiko",true,"/begriffe/resonanzrisiko/","relatedTerms",false,false
"alarm-frame","affektheuristik","related","Affektheuristik",true,"/begriffe/affektheuristik/","relatedTerms",false,false
"alarm-frame","sensibilisierung","related","Sensibilisierung",true,"/begriffe/sensibilisierung/","relatedTerms",false,false
"alarm-frame","bedrohungsverarbeitung","related","Bedrohungsverarbeitung",true,"/begriffe/bedrohungsverarbeitung/","relatedTerms",false,false
"alarm-frame","negativitaetsbias","related","Negativitätsbias",true,"/begriffe/negativitaetsbias/","relatedTerms",false,false
"alarm-frame","framing","related","Frame / Framing",true,"/begriffe/framing/","relatedTerms",false,false
"alarm-frame","reframing","related","Reframing",true,"/begriffe/reframing/","relatedTerms",false,false
"alarm-frame","kognitive-dissonanz","related","Kognitive Dissonanz",true,"/begriffe/kognitive-dissonanz/","relatedTerms",false,false
"alarm-frame","scheinentlastung","related","Scheinentlastung",true,"/begriffe/scheinentlastung/","relatedTerms",false,false
"alarm-frame","emotionsregulation","related","Emotionsregulation",true,"/begriffe/emotionsregulation/","relatedTerms",false,false
"alarm-frame","wirkstoff","related","Wirkstoff",true,"/begriffe/wirkstoff/","relatedTerms",false,false
"alarm-frame","wirkungsrisiko","related","Wirkungsrisiko",true,"/begriffe/wirkungsrisiko/","relatedTerms",false,false
"alarm-frame","verlustaversion","related","Verlustaversion",true,"/begriffe/verlustaversion/","relatedTerms",false,false
"alarm-frame","baseline-verschiebung","related","Baseline-Verschiebung",true,"/begriffe/baseline-verschiebung/","relatedTerms",false,false
"alarm-frame","destruktives-narrativ","related","Destruktives Narrativ",true,"/begriffe/destruktives-narrativ/","relatedTerms",false,false
"alarm-frame","resonanzrisiko","related","Resonanzrisiko",true,"/begriffe/resonanzrisiko/","relatedTerms",false,false
"alarm-frame","affektheuristik","related","Affektheuristik",true,"/begriffe/affektheuristik/","relatedTerms",false,false
"alarm-frame","sensibilisierung","related","Sensibilisierung",true,"/begriffe/sensibilisierung/","relatedTerms",false,false
"alarm-frame","bedrohungsverarbeitung","related","Bedrohungsverarbeitung",true,"/begriffe/bedrohungsverarbeitung/","relatedTerms",false,false
"alarm-frame","negativitaetsbias","related","Negativitätsbias",true,"/begriffe/negativitaetsbias/","relatedTerms",false,false
"algorithmische-fairness","ki-governance","related","KI-Governance",true,"/begriffe/ki-governance/","relatedTerms",false,false
"algorithmische-fairness","kuenstliche-intelligenz","related","Künstliche Intelligenz",true,"/begriffe/kuenstliche-intelligenz/","relatedTerms",false,false
"algorithmische-fairness","diskriminierungsverbot","related","Diskriminierungsverbot",true,"/begriffe/diskriminierungsverbot/","relatedTerms",false,false
"algorithmische-fairness","datenqualitaet","related","Datenqualität",true,"/begriffe/datenqualitaet/","relatedTerms",false,false
"algorithmische-fairness","reverse-merit-order","related","Reverse Merit Order",true,"/begriffe/reverse-merit-order/","relatedTerms",false,false
"algorithmische-fairness","wirkungsdatenraeume","related","Wirkungsdatenräume",true,"/begriffe/wirkungsdatenraeume/","relatedTerms",false,false
"algorithmische-fairness","cyberresilienz","related","Cyberresilienz",true,"/begriffe/cyberresilienz/","relatedTerms",false,false
"algorithmische-fairness","digitalisierung","related","Digitalisierung",true,"/begriffe/digitalisierung/","relatedTerms",false,false
"algorithmische-fairness","digitale-selbstbestimmung","related","Digitale Selbstbestimmung",true,"/begriffe/digitale-selbstbestimmung/","relatedTerms",false,false
"algorithmische-fairness","woek-id","related","WÖk-ID",true,"/begriffe/woek-id/","relatedTerms",false,false
"algorithmische-fairness","wirkungsindikator","related","Wirkungsindikator",true,"/begriffe/wirkungsindikator/","relatedTerms",false,false
"algorithmische-fairness","digitaler-produktpass","related","Digitaler Produktpass",true,"/begriffe/digitaler-produktpass/","relatedTerms",false,false
"algorithmische-fairness","wirkungsregister","related","Wirkungsregister",true,"/begriffe/wirkungsregister/","relatedTerms",false,false
"algorithmische-fairness","wirkungsaudit","related","Wirkungsaudit",true,"/begriffe/wirkungsaudit/","relatedTerms",false,false
"algorithmische-fairness","wirkungsassurance","related","Wirkungsassurance",true,"/begriffe/wirkungsassurance/","relatedTerms",false,false
"algorithmische-fairness","wirkungsrisiko","related","Wirkungsrisiko",true,"/begriffe/wirkungsrisiko/","relatedTerms",false,false
"algorithmische-fairness","wirkungsresilienz","related","Wirkungsresilienz",true,"/begriffe/wirkungsresilienz/","relatedTerms",false,false
"algorithmische-fairness","enterprise-risk-management-nach-wirkung","related","Enterprise Risk Management nach Wirkung",true,"/begriffe/enterprise-risk-management-nach-wirkung/","relatedTerms",false,false
"algorithmische-fairness","plattformlogik-und-algorithmen","related","Plattformlogik und Algorithmen",true,"/begriffe/plattformlogik-und-algorithmen/","relatedTerms",false,false
"algorithmische-fairness","desinformation","related","Desinformation",true,"/begriffe/desinformation/","relatedTerms",false,false
"algorithmische-fairness","oeffentlichkeit-als-wirkungsraum","related","Öffentlichkeit als Wirkungsraum",true,"/begriffe/oeffentlichkeit-als-wirkungsraum/","relatedTerms",false,false
"algorithmische-fairness","digitale-produktpaesse","related","digitale-produktpaesse",false,"","relatedTerms",false,true
"algorithmische-fairness","datenqualitaet-assurance","related","datenqualitaet-assurance",false,"","relatedTerms",false,true
"algorithmische-fairness","ki-governance","related","KI-Governance",true,"/begriffe/ki-governance/","relatedTerms",false,false
"algorithmische-fairness","kuenstliche-intelligenz","related","Künstliche Intelligenz",true,"/begriffe/kuenstliche-intelligenz/","relatedTerms",false,false
"algorithmische-fairness","diskriminierungsverbot","related","Diskriminierungsverbot",true,"/begriffe/diskriminierungsverbot/","relatedTerms",false,false
"algorithmische-fairness","datenqualitaet","related","Datenqualität",true,"/begriffe/datenqualitaet/","relatedTerms",false,false
"algorithmische-fairness","reverse-merit-order","related","Reverse Merit Order",true,"/begriffe/reverse-merit-order/","relatedTerms",false,false
"algorithmische-fairness","wirkungsdatenraeume","related","Wirkungsdatenräume",true,"/begriffe/wirkungsdatenraeume/","relatedTerms",false,false
"algorithmische-fairness","cyberresilienz","related","Cyberresilienz",true,"/begriffe/cyberresilienz/","relatedTerms",false,false
"algorithmische-fairness","digitalisierung","related","Digitalisierung",true,"/begriffe/digitalisierung/","relatedTerms",false,false
"algorithmische-fairness","digitale-selbstbestimmung","related","Digitale Selbstbestimmung",true,"/begriffe/digitale-selbstbestimmung/","relatedTerms",false,false
"algorithmische-fairness","woek-id","related","WÖk-ID",true,"/begriffe/woek-id/","relatedTerms",false,false
"algorithmische-fairness","wirkungsindikator","related","Wirkungsindikator",true,"/begriffe/wirkungsindikator/","relatedTerms",false,false
"algorithmische-fairness","digitaler-produktpass","related","Digitaler Produktpass",true,"/begriffe/digitaler-produktpass/","relatedTerms",false,false
"algorithmische-fairness","wirkungsregister","related","Wirkungsregister",true,"/begriffe/wirkungsregister/","relatedTerms",false,false
"algorithmische-fairness","wirkungsaudit","related","Wirkungsaudit",true,"/begriffe/wirkungsaudit/","relatedTerms",false,false
"algorithmische-fairness","wirkungsassurance","related","Wirkungsassurance",true,"/begriffe/wirkungsassurance/","relatedTerms",false,false
"algorithmische-fairness","wirkungsrisiko","related","Wirkungsrisiko",true,"/begriffe/wirkungsrisiko/","relatedTerms",false,false
"algorithmische-fairness","wirkungsresilienz","related","Wirkungsresilienz",true,"/begriffe/wirkungsresilienz/","relatedTerms",false,false
"algorithmische-fairness","enterprise-risk-management-nach-wirkung","related","Enterprise Risk Management nach Wirkung",true,"/begriffe/enterprise-risk-management-nach-wirkung/","relatedTerms",false,false
"algorithmische-fairness","plattformlogik-und-algorithmen","related","Plattformlogik und Algorithmen",true,"/begriffe/plattformlogik-und-algorithmen/","relatedTerms",false,false
"algorithmische-fairness","desinformation","related","Desinformation",true,"/begriffe/desinformation/","relatedTerms",false,false
"algorithmische-fairness","oeffentlichkeit-als-wirkungsraum","related","Öffentlichkeit als Wirkungsraum",true,"/begriffe/oeffentlichkeit-als-wirkungsraum/","relatedTerms",false,false
"algorithmische-fairness","digitale-produktpaesse","related","digitale-produktpaesse",false,"","relatedTerms",false,true
"algorithmische-fairness","datenqualitaet-assurance","related","datenqualitaet-assurance",false,"","relatedTerms",false,true
"allgemeines-gleichgewicht","marktgleichgewicht","related","Marktgleichgewicht",true,"/begriffe/marktgleichgewicht/","relatedTerms",false,false
"allgemeines-gleichgewicht","neoklassik","related","Neoklassik",true,"/begriffe/neoklassik/","relatedTerms",false,false
"allgemeines-gleichgewicht","modellannahme","related","Modellannahme",true,"/begriffe/modellannahme/","relatedTerms",false,false
"allgemeines-gleichgewicht","marktgleichgewicht","related","Marktgleichgewicht",true,"/begriffe/marktgleichgewicht/","relatedTerms",false,false
"allgemeines-gleichgewicht","neoklassik","related","Neoklassik",true,"/begriffe/neoklassik/","relatedTerms",false,false
"allgemeines-gleichgewicht","modellannahme","related","Modellannahme",true,"/begriffe/modellannahme/","relatedTerms",false,false
"allmendeproblem","commons","related","Commons",true,"/begriffe/commons/","relatedTerms",false,false
"allmendeproblem","oeffentliche-gueter","related","Öffentliche Güter",true,"/begriffe/oeffentliche-gueter/","relatedTerms",false,false
"allmendeproblem","externalitaet","related","Externalität",true,"/begriffe/externalitaet/","relatedTerms",false,false
"allmendeproblem","trittbrettfahrerproblem","related","Trittbrettfahrerproblem",true,"/begriffe/trittbrettfahrerproblem/","relatedTerms",false,false
"allmendeproblem","commons","related","Commons",true,"/begriffe/commons/","relatedTerms",false,false
"allmendeproblem","oeffentliche-gueter","related","Öffentliche Güter",true,"/begriffe/oeffentliche-gueter/","relatedTerms",false,false
"allmendeproblem","externalitaet","related","Externalität",true,"/begriffe/externalitaet/","relatedTerms",false,false
"allmendeproblem","trittbrettfahrerproblem","related","Trittbrettfahrerproblem",true,"/begriffe/trittbrettfahrerproblem/","relatedTerms",false,false
"allokation","ressourcenallokation","related","Ressourcenallokation",true,"/begriffe/ressourcenallokation/","relatedTerms",false,false
"allokation","knappheit","related","Knappheit",true,"/begriffe/knappheit/","relatedTerms",false,false
"allokation","wirkungswert","related","Wirkungswert",true,"/begriffe/wirkungswert/","relatedTerms",false,false
"allokation","opportunitaetskosten","related","Opportunitätskosten",true,"/begriffe/opportunitaetskosten/","relatedTerms",false,false
"allokation","ressourcenallokation","related","Ressourcenallokation",true,"/begriffe/ressourcenallokation/","relatedTerms",false,false
"allokation","knappheit","related","Knappheit",true,"/begriffe/knappheit/","relatedTerms",false,false
"allokation","wirkungswert","related","Wirkungswert",true,"/begriffe/wirkungswert/","relatedTerms",false,false
"allokation","opportunitaetskosten","related","Opportunitätskosten",true,"/begriffe/opportunitaetskosten/","relatedTerms",false,false
"alltagsrassismus","rassismus","related","Rassismus",true,"/begriffe/rassismus/","relatedTerms",false,false
"alltagsrassismus","normalisierung","related","Normalisierung",true,"/begriffe/normalisierung/","relatedTerms",false,false
"alltagsrassismus","rassismus","related","Rassismus",true,"/begriffe/rassismus/","relatedTerms",false,false
"alltagsrassismus","normalisierung","related","Normalisierung",true,"/begriffe/normalisierung/","relatedTerms",false,false
"amartya-sen","wirkungseinkommen","related","Wirkungseinkommen",true,"/begriffe/wirkungseinkommen/","relatedTerms",false,false
"amartya-sen","reale-freiheit","related","Reale Freiheit",true,"/begriffe/reale-freiheit/","relatedTerms",false,false
