from,to,relation_type,label,exists_as_page,rendered_link,source_section,bidirectional_expected,broken
"umsetzungspfad","sdgs","related","SDGs",true,"/begriffe/sdgs/","relatedTerms",false,false
"umsetzungspfad","agenda-2030","related","Agenda 2030",true,"/begriffe/agenda-2030/","relatedTerms",false,false
"umsetzungspfad","sdg-plus","related","SDG+",true,"/begriffe/sdg-plus/","relatedTerms",false,false
"umsetzungspfad","pilotprojekte","related","Pilotprojekte",true,"/begriffe/pilotprojekte/","relatedTerms",false,false
"umsetzungspfad","wirkungsoekonomie-im-alltag","related","Wirkungsökonomie im Alltag",true,"/begriffe/wirkungsoekonomie-im-alltag/","relatedTerms",false,false
"umsetzungspfad","politische-uebergangspfade","related","Politische Übergangspfade",true,"/begriffe/politische-uebergangspfade/","relatedTerms",false,false
"umsetzungspfad","wirkungs-konversion-von-altkapital","related","Wirkungs-Konversion von Altkapital",true,"/begriffe/wirkungs-konversion-von-altkapital/","relatedTerms",false,false
"umsetzungspfad","transformationspfad","related","Transformationspfad",true,"/begriffe/transformationspfad/","relatedTerms",false,false
"umsetzungspfad","wirkungsarchitektur","related","Wirkungsarchitektur",true,"/begriffe/wirkungsarchitektur/","relatedTerms",false,false
"umsetzungspfad","wirkungslenkung","related","Wirkungslenkung",true,"/begriffe/wirkungslenkung/","relatedTerms",false,false
"umsetzungspfad","wirkungsrueckkopplung","related","Wirkungsrückkopplung",true,"/begriffe/wirkungsrueckkopplung/","relatedTerms",false,false
"umsetzungspfad","wirkungsrisiko","related","Wirkungsrisiko",true,"/begriffe/wirkungsrisiko/","relatedTerms",false,false
"umsetzungspfad","wirkungsresilienz","related","Wirkungsresilienz",true,"/begriffe/wirkungsresilienz/","relatedTerms",false,false
"umsetzungspfad","wirkungsrat","related","Wirkungsrat",true,"/begriffe/wirkungsrat/","relatedTerms",false,false
"umsetzungspfad","wissensrat","related","Wissensrat",true,"/begriffe/wissensrat/","relatedTerms",false,false
"umsetzungspfad","wirkungsregister","related","Wirkungsregister",true,"/begriffe/wirkungsregister/","relatedTerms",false,false
"umsetzungspfad","woek-id","related","WÖk-ID",true,"/begriffe/woek-id/","relatedTerms",false,false
"umsetzungspfad","datenqualitaet","related","Datenqualität",true,"/begriffe/datenqualitaet/","relatedTerms",false,false
"umsetzungspfad","digitaler-produktpass","related","Digitaler Produktpass",true,"/begriffe/digitaler-produktpass/","relatedTerms",false,false
"umsetzungspfad","wirkungsdatenraeume","related","Wirkungsdatenräume",true,"/begriffe/wirkungsdatenraeume/","relatedTerms",false,false
"umsetzungspfad","wirkungssteuer","related","Wirkungssteuer",true,"/begriffe/wirkungssteuer/","relatedTerms",false,false
"umsetzungspfad","wirkungssteuergesetz","related","Wirkungssteuergesetz",true,"/begriffe/wirkungssteuergesetz/","relatedTerms",false,false
"umsetzungspfad","wirkungshaushalt","related","Wirkungshaushalt",true,"/begriffe/wirkungshaushalt/","relatedTerms",false,false
"umsetzungspfad","oeffentliche-beschaffung","related","Öffentliche Beschaffung",true,"/begriffe/oeffentliche-beschaffung/","relatedTerms",false,false
"umsetzungspfad","wirkungsfonds","related","Wirkungsfonds",true,"/begriffe/wirkungsfonds/","relatedTerms",false,false
"umsetzungspfad","kapitalwirkung","related","Kapitalwirkung",true,"/begriffe/kapitalwirkung/","relatedTerms",false,false
"umsetzungspfad","verhaeltnismaessigkeit-nach-wirkung","related","Verhältnismäßigkeit nach Wirkung",true,"/begriffe/verhaeltnismaessigkeit-nach-wirkung/","relatedTerms",false,false
"umsetzungspfad","rechtsprechung-als-korrekturinstanz","related","Rechtsprechung als Korrekturinstanz",true,"/begriffe/rechtsprechung-als-korrekturinstanz/","relatedTerms",false,false
"umsetzungspfad","wirkungskompetenz","related","Wirkungskompetenz",true,"/begriffe/wirkungskompetenz/","relatedTerms",false,false
"umsetzungspfad","social-credit","related","Social Credit",true,"/begriffe/social-credit/","relatedTerms",false,false
"umsetzungspfad","mensch-planet-demokratie","related","Mensch, Planet und Demokratie",true,"/begriffe/mensch-planet-demokratie/","relatedTerms",false,false
"umsetzungspfad","wirkungsinnovation","related","Wirkungsinnovation",true,"/begriffe/wirkungsinnovation/","relatedTerms",false,false
"umsetzungspfad","t-sroi","related","T-SROI",true,"/begriffe/t-sroi/","relatedTerms",false,false
"umsetzungspfad","nwi","related","NWI",true,"/begriffe/nwi/","relatedTerms",false,false
"umsetzungspfad","wirkungsaudit","related","Wirkungsaudit",true,"/begriffe/wirkungsaudit/","relatedTerms",false,false
"umsetzungspfad","wirkungsassurance","related","Wirkungsassurance",true,"/begriffe/wirkungsassurance/","relatedTerms",false,false
"umsetzungspfad","produktscorecard","related","produktscorecard",true,"/begriffe/produktscorecard/","relatedTerms",false,false
"umsetzungspfad","wirkung-im-preisschild","related","Wirkung im Preisschild",true,"/begriffe/wirkung-im-preisschild/","relatedTerms",false,false
"umsetzungspfad","produktwirkung","related","produktwirkung",true,"/begriffe/produktwirkung/","relatedTerms",false,false
"umsetzungspfad","produktdaten","related","Produktdaten",true,"/begriffe/produktdaten/","relatedTerms",false,false
"umsetzungspfad","responsible-marketing","related","Responsible Marketing",true,"/begriffe/responsible-marketing/","relatedTerms",false,false
"umsetzungspfad","wirkungskommunikation","related","Wirkungskommunikation",true,"/begriffe/wirkungskommunikation/","relatedTerms",false,false
"umsetzungspfad","ehrliche-preise","related","Ehrliche Preise",true,"/begriffe/ehrliche-preise/","relatedTerms",false,false
"umsetzungspfad","wirkungseinkommen","related","Wirkungseinkommen",true,"/begriffe/wirkungseinkommen/","relatedTerms",false,false
"umsetzungspfad","grunddividende","related","Grunddividende",true,"/begriffe/grunddividende/","relatedTerms",false,false
"umsetzungspfad","wirkungsrecht","related","Wirkungsrecht",true,"/begriffe/wirkungsrecht/","relatedTerms",false,false
"umsetzungspfad","wissenschaftliche-politikberatung","related","Wissenschaftliche Politikberatung",true,"/begriffe/wissenschaftliche-politikberatung/","relatedTerms",false,false
"umsetzungspfad","oeffentliche-statistik","related","Öffentliche Statistik",true,"/begriffe/oeffentliche-statistik/","relatedTerms",false,false
"umsetzungspfad","europa-als-wirkungsraum","related","Europa als Wirkungsraum",true,"/begriffe/europa-als-wirkungsraum/","relatedTerms",false,false
"umsetzungspfad","wirkungsgovernance","related","Wirkungsgovernance",true,"/begriffe/wirkungsgovernance/","relatedTerms",false,false
"umsetzungspfad","gemeinsame-zukunftssicherung","related","Gemeinsame Zukunftssicherung",true,"/begriffe/gemeinsame-zukunftssicherung/","relatedTerms",false,false
"umsetzungspfad","positive-netto-wirkung","related","positive Netto-Wirkung",true,"/begriffe/positive-netto-wirkung/","relatedTerms",false,false
"umsetzungspfad","transformationswirkung","related","Transformationswirkung",true,"/begriffe/transformationswirkung/","relatedTerms",false,false
"umsetzungspfad","versicherbarkeit","related","Versicherbarkeit",true,"/begriffe/versicherbarkeit/","relatedTerms",false,false
"umsetzungspfad","supply-chain-resilienz","related","Supply-Chain-Resilienz",true,"/begriffe/supply-chain-resilienz/","relatedTerms",false,false
"umsetzungspfad","sdgs","related","SDGs",true,"/begriffe/sdgs/","relatedTerms",false,false
"umsetzungspfad","agenda-2030","related","Agenda 2030",true,"/begriffe/agenda-2030/","relatedTerms",false,false
"umsetzungspfad","sdg-plus","related","SDG+",true,"/begriffe/sdg-plus/","relatedTerms",false,false
"pilotprojekte","umsetzungspfad","related","Umsetzungspfad",true,"/begriffe/umsetzungspfad/","relatedTerms",false,false
"pilotprojekte","wirkungsoekonomie-im-alltag","related","Wirkungsökonomie im Alltag",true,"/begriffe/wirkungsoekonomie-im-alltag/","relatedTerms",false,false
"pilotprojekte","politische-uebergangspfade","related","Politische Übergangspfade",true,"/begriffe/politische-uebergangspfade/","relatedTerms",false,false
"pilotprojekte","wirkungs-konversion-von-altkapital","related","Wirkungs-Konversion von Altkapital",true,"/begriffe/wirkungs-konversion-von-altkapital/","relatedTerms",false,false
"pilotprojekte","transformationspfad","related","Transformationspfad",true,"/begriffe/transformationspfad/","relatedTerms",false,false
"pilotprojekte","wirkungsinnovation","related","Wirkungsinnovation",true,"/begriffe/wirkungsinnovation/","relatedTerms",false,false
"pilotprojekte","t-sroi","related","T-SROI",true,"/begriffe/t-sroi/","relatedTerms",false,false
"pilotprojekte","nwi","related","NWI",true,"/begriffe/nwi/","relatedTerms",false,false
"pilotprojekte","wirkungsregister","related","Wirkungsregister",true,"/begriffe/wirkungsregister/","relatedTerms",false,false
"pilotprojekte","wirkungsrat","related","Wirkungsrat",true,"/begriffe/wirkungsrat/","relatedTerms",false,false
"pilotprojekte","wissensrat","related","Wissensrat",true,"/begriffe/wissensrat/","relatedTerms",false,false
"pilotprojekte","wirkungsaudit","related","Wirkungsaudit",true,"/begriffe/wirkungsaudit/","relatedTerms",false,false
"pilotprojekte","wirkungsassurance","related","Wirkungsassurance",true,"/begriffe/wirkungsassurance/","relatedTerms",false,false
"pilotprojekte","woek-id","related","WÖk-ID",true,"/begriffe/woek-id/","relatedTerms",false,false
"pilotprojekte","datenqualitaet","related","Datenqualität",true,"/begriffe/datenqualitaet/","relatedTerms",false,false
"pilotprojekte","produktscorecard","related","produktscorecard",true,"/begriffe/produktscorecard/","relatedTerms",false,false
"pilotprojekte","digitaler-produktpass","related","Digitaler Produktpass",true,"/begriffe/digitaler-produktpass/","relatedTerms",false,false
"pilotprojekte","wirkung-im-preisschild","related","Wirkung im Preisschild",true,"/begriffe/wirkung-im-preisschild/","relatedTerms",false,false
"pilotprojekte","wirkungshaushalt","related","Wirkungshaushalt",true,"/begriffe/wirkungshaushalt/","relatedTerms",false,false
"pilotprojekte","oeffentliche-beschaffung","related","Öffentliche Beschaffung",true,"/begriffe/oeffentliche-beschaffung/","relatedTerms",false,false
"pilotprojekte","wirkungsfonds","related","Wirkungsfonds",true,"/begriffe/wirkungsfonds/","relatedTerms",false,false
"pilotprojekte","wirkungsdatenraeume","related","Wirkungsdatenräume",true,"/begriffe/wirkungsdatenraeume/","relatedTerms",false,false
"pilotprojekte","wirkungscontrolling","related","Wirkungscontrolling",true,"/begriffe/wirkungscontrolling/","relatedTerms",false,false
"pilotprojekte","kii","related","KII",true,"/begriffe/kii/","relatedTerms",false,false
"pilotprojekte","wirkungsrisiko","related","Wirkungsrisiko",true,"/begriffe/wirkungsrisiko/","relatedTerms",false,false
"pilotprojekte","wirkungsresilienz","related","Wirkungsresilienz",true,"/begriffe/wirkungsresilienz/","relatedTerms",false,false
"pilotprojekte","verhaeltnismaessigkeit-nach-wirkung","related","Verhältnismäßigkeit nach Wirkung",true,"/begriffe/verhaeltnismaessigkeit-nach-wirkung/","relatedTerms",false,false
"pilotprojekte","wirkungskompetenz","related","Wirkungskompetenz",true,"/begriffe/wirkungskompetenz/","relatedTerms",false,false
"pilotprojekte","mensch-planet-demokratie","related","Mensch, Planet und Demokratie",true,"/begriffe/mensch-planet-demokratie/","relatedTerms",false,false
"pilotprojekte","wirkungsarchitektur","related","Wirkungsarchitektur",true,"/begriffe/wirkungsarchitektur/","relatedTerms",false,false
"pilotprojekte","wirkungslenkung","related","Wirkungslenkung",true,"/begriffe/wirkungslenkung/","relatedTerms",false,false
"pilotprojekte","wirkungsrueckkopplung","related","Wirkungsrückkopplung",true,"/begriffe/wirkungsrueckkopplung/","relatedTerms",false,false
"pilotprojekte","wirkungssteuer","related","Wirkungssteuer",true,"/begriffe/wirkungssteuer/","relatedTerms",false,false
"pilotprojekte","wirkungssteuergesetz","related","Wirkungssteuergesetz",true,"/begriffe/wirkungssteuergesetz/","relatedTerms",false,false
"pilotprojekte","kapitalwirkung","related","Kapitalwirkung",true,"/begriffe/kapitalwirkung/","relatedTerms",false,false
"pilotprojekte","rechtsprechung-als-korrekturinstanz","related","Rechtsprechung als Korrekturinstanz",true,"/begriffe/rechtsprechung-als-korrekturinstanz/","relatedTerms",false,false
"pilotprojekte","produktwirkung","related","produktwirkung",true,"/begriffe/produktwirkung/","relatedTerms",false,false
"pilotprojekte","produktdaten","related","Produktdaten",true,"/begriffe/produktdaten/","relatedTerms",false,false
"pilotprojekte","responsible-marketing","related","Responsible Marketing",true,"/begriffe/responsible-marketing/","relatedTerms",false,false
"pilotprojekte","wirkungskommunikation","related","Wirkungskommunikation",true,"/begriffe/wirkungskommunikation/","relatedTerms",false,false
"pilotprojekte","ehrliche-preise","related","Ehrliche Preise",true,"/begriffe/ehrliche-preise/","relatedTerms",false,false
"pilotprojekte","wirkungseinkommen","related","Wirkungseinkommen",true,"/begriffe/wirkungseinkommen/","relatedTerms",false,false
"pilotprojekte","grunddividende","related","Grunddividende",true,"/begriffe/grunddividende/","relatedTerms",false,false
"pilotprojekte","social-credit","related","Social Credit",true,"/begriffe/social-credit/","relatedTerms",false,false
"pilotprojekte","wirkungsrecht","related","Wirkungsrecht",true,"/begriffe/wirkungsrecht/","relatedTerms",false,false
"pilotprojekte","wissenschaftliche-politikberatung","related","Wissenschaftliche Politikberatung",true,"/begriffe/wissenschaftliche-politikberatung/","relatedTerms",false,false
"pilotprojekte","oeffentliche-statistik","related","Öffentliche Statistik",true,"/begriffe/oeffentliche-statistik/","relatedTerms",false,false
"pilotprojekte","europa-als-wirkungsraum","related","Europa als Wirkungsraum",true,"/begriffe/europa-als-wirkungsraum/","relatedTerms",false,false
"pilotprojekte","wirkungsgovernance","related","Wirkungsgovernance",true,"/begriffe/wirkungsgovernance/","relatedTerms",false,false
"pilotprojekte","gemeinsame-zukunftssicherung","related","Gemeinsame Zukunftssicherung",true,"/begriffe/gemeinsame-zukunftssicherung/","relatedTerms",false,false
"pilotprojekte","positive-netto-wirkung","related","positive Netto-Wirkung",true,"/begriffe/positive-netto-wirkung/","relatedTerms",false,false
"pilotprojekte","transformationswirkung","related","Transformationswirkung",true,"/begriffe/transformationswirkung/","relatedTerms",false,false
"pilotprojekte","versicherbarkeit","related","Versicherbarkeit",true,"/begriffe/versicherbarkeit/","relatedTerms",false,false
"pilotprojekte","supply-chain-resilienz","related","Supply-Chain-Resilienz",true,"/begriffe/supply-chain-resilienz/","relatedTerms",false,false
"pilotprojekte","sdgs","related","SDGs",true,"/begriffe/sdgs/","relatedTerms",false,false
"pilotprojekte","agenda-2030","related","Agenda 2030",true,"/begriffe/agenda-2030/","relatedTerms",false,false
"pilotprojekte","sdg-plus","related","SDG+",true,"/begriffe/sdg-plus/","relatedTerms",false,false
"pilotprojekte","umsetzungspfad","related","Umsetzungspfad",true,"/begriffe/umsetzungspfad/","relatedTerms",false,false
"pilotprojekte","wirkungsoekonomie-im-alltag","related","Wirkungsökonomie im Alltag",true,"/begriffe/wirkungsoekonomie-im-alltag/","relatedTerms",false,false
"pilotprojekte","politische-uebergangspfade","related","Politische Übergangspfade",true,"/begriffe/politische-uebergangspfade/","relatedTerms",false,false
"pilotprojekte","wirkungs-konversion-von-altkapital","related","Wirkungs-Konversion von Altkapital",true,"/begriffe/wirkungs-konversion-von-altkapital/","relatedTerms",false,false
"pilotprojekte","transformationspfad","related","Transformationspfad",true,"/begriffe/transformationspfad/","relatedTerms",false,false
"pilotprojekte","wirkungsinnovation","related","Wirkungsinnovation",true,"/begriffe/wirkungsinnovation/","relatedTerms",false,false
"pilotprojekte","t-sroi","related","T-SROI",true,"/begriffe/t-sroi/","relatedTerms",false,false
"pilotprojekte","nwi","related","NWI",true,"/begriffe/nwi/","relatedTerms",false,false
"pilotprojekte","wirkungsregister","related","Wirkungsregister",true,"/begriffe/wirkungsregister/","relatedTerms",false,false
"pilotprojekte","wirkungsrat","related","Wirkungsrat",true,"/begriffe/wirkungsrat/","relatedTerms",false,false
"pilotprojekte","wissensrat","related","Wissensrat",true,"/begriffe/wissensrat/","relatedTerms",false,false
"pilotprojekte","wirkungsaudit","related","Wirkungsaudit",true,"/begriffe/wirkungsaudit/","relatedTerms",false,false
"pilotprojekte","wirkungsassurance","related","Wirkungsassurance",true,"/begriffe/wirkungsassurance/","relatedTerms",false,false
"pilotprojekte","woek-id","related","WÖk-ID",true,"/begriffe/woek-id/","relatedTerms",false,false
"pilotprojekte","datenqualitaet","related","Datenqualität",true,"/begriffe/datenqualitaet/","relatedTerms",false,false
"pilotprojekte","produktscorecard","related","produktscorecard",true,"/begriffe/produktscorecard/","relatedTerms",false,false
"pilotprojekte","digitaler-produktpass","related","Digitaler Produktpass",true,"/begriffe/digitaler-produktpass/","relatedTerms",false,false
"pilotprojekte","wirkung-im-preisschild","related","Wirkung im Preisschild",true,"/begriffe/wirkung-im-preisschild/","relatedTerms",false,false
"pilotprojekte","wirkungshaushalt","related","Wirkungshaushalt",true,"/begriffe/wirkungshaushalt/","relatedTerms",false,false
"pilotprojekte","oeffentliche-beschaffung","related","Öffentliche Beschaffung",true,"/begriffe/oeffentliche-beschaffung/","relatedTerms",false,false
"pilotprojekte","wirkungsfonds","related","Wirkungsfonds",true,"/begriffe/wirkungsfonds/","relatedTerms",false,false
"pilotprojekte","wirkungsdatenraeume","related","Wirkungsdatenräume",true,"/begriffe/wirkungsdatenraeume/","relatedTerms",false,false
"pilotprojekte","wirkungscontrolling","related","Wirkungscontrolling",true,"/begriffe/wirkungscontrolling/","relatedTerms",false,false
"pilotprojekte","kii","related","KII",true,"/begriffe/kii/","relatedTerms",false,false
"pilotprojekte","wirkungsrisiko","related","Wirkungsrisiko",true,"/begriffe/wirkungsrisiko/","relatedTerms",false,false
"pilotprojekte","wirkungsresilienz","related","Wirkungsresilienz",true,"/begriffe/wirkungsresilienz/","relatedTerms",false,false
"pilotprojekte","verhaeltnismaessigkeit-nach-wirkung","related","Verhältnismäßigkeit nach Wirkung",true,"/begriffe/verhaeltnismaessigkeit-nach-wirkung/","relatedTerms",false,false
"pilotprojekte","wirkungskompetenz","related","Wirkungskompetenz",true,"/begriffe/wirkungskompetenz/","relatedTerms",false,false
"pilotprojekte","mensch-planet-demokratie","related","Mensch, Planet und Demokratie",true,"/begriffe/mensch-planet-demokratie/","relatedTerms",false,false
"pilotprojekte","wirkungsarchitektur","related","Wirkungsarchitektur",true,"/begriffe/wirkungsarchitektur/","relatedTerms",false,false
"pilotprojekte","wirkungslenkung","related","Wirkungslenkung",true,"/begriffe/wirkungslenkung/","relatedTerms",false,false
"pilotprojekte","wirkungsrueckkopplung","related","Wirkungsrückkopplung",true,"/begriffe/wirkungsrueckkopplung/","relatedTerms",false,false
"pilotprojekte","wirkungssteuer","related","Wirkungssteuer",true,"/begriffe/wirkungssteuer/","relatedTerms",false,false
"pilotprojekte","wirkungssteuergesetz","related","Wirkungssteuergesetz",true,"/begriffe/wirkungssteuergesetz/","relatedTerms",false,false
"pilotprojekte","kapitalwirkung","related","Kapitalwirkung",true,"/begriffe/kapitalwirkung/","relatedTerms",false,false
"pilotprojekte","rechtsprechung-als-korrekturinstanz","related","Rechtsprechung als Korrekturinstanz",true,"/begriffe/rechtsprechung-als-korrekturinstanz/","relatedTerms",false,false
"pilotprojekte","produktwirkung","related","produktwirkung",true,"/begriffe/produktwirkung/","relatedTerms",false,false
"pilotprojekte","produktdaten","related","Produktdaten",true,"/begriffe/produktdaten/","relatedTerms",false,false
"pilotprojekte","responsible-marketing","related","Responsible Marketing",true,"/begriffe/responsible-marketing/","relatedTerms",false,false
"pilotprojekte","wirkungskommunikation","related","Wirkungskommunikation",true,"/begriffe/wirkungskommunikation/","relatedTerms",false,false
"pilotprojekte","ehrliche-preise","related","Ehrliche Preise",true,"/begriffe/ehrliche-preise/","relatedTerms",false,false
"pilotprojekte","wirkungseinkommen","related","Wirkungseinkommen",true,"/begriffe/wirkungseinkommen/","relatedTerms",false,false
"pilotprojekte","grunddividende","related","Grunddividende",true,"/begriffe/grunddividende/","relatedTerms",false,false
"pilotprojekte","social-credit","related","Social Credit",true,"/begriffe/social-credit/","relatedTerms",false,false
"pilotprojekte","wirkungsrecht","related","Wirkungsrecht",true,"/begriffe/wirkungsrecht/","relatedTerms",false,false
"pilotprojekte","wissenschaftliche-politikberatung","related","Wissenschaftliche Politikberatung",true,"/begriffe/wissenschaftliche-politikberatung/","relatedTerms",false,false
"pilotprojekte","oeffentliche-statistik","related","Öffentliche Statistik",true,"/begriffe/oeffentliche-statistik/","relatedTerms",false,false
"pilotprojekte","europa-als-wirkungsraum","related","Europa als Wirkungsraum",true,"/begriffe/europa-als-wirkungsraum/","relatedTerms",false,false
"pilotprojekte","wirkungsgovernance","related","Wirkungsgovernance",true,"/begriffe/wirkungsgovernance/","relatedTerms",false,false
"pilotprojekte","gemeinsame-zukunftssicherung","related","Gemeinsame Zukunftssicherung",true,"/begriffe/gemeinsame-zukunftssicherung/","relatedTerms",false,false
"pilotprojekte","positive-netto-wirkung","related","positive Netto-Wirkung",true,"/begriffe/positive-netto-wirkung/","relatedTerms",false,false
"pilotprojekte","transformationswirkung","related","Transformationswirkung",true,"/begriffe/transformationswirkung/","relatedTerms",false,false
"pilotprojekte","versicherbarkeit","related","Versicherbarkeit",true,"/begriffe/versicherbarkeit/","relatedTerms",false,false
"pilotprojekte","supply-chain-resilienz","related","Supply-Chain-Resilienz",true,"/begriffe/supply-chain-resilienz/","relatedTerms",false,false
"pilotprojekte","sdgs","related","SDGs",true,"/begriffe/sdgs/","relatedTerms",false,false
"pilotprojekte","agenda-2030","related","Agenda 2030",true,"/begriffe/agenda-2030/","relatedTerms",false,false
"pilotprojekte","sdg-plus","related","SDG+",true,"/begriffe/sdg-plus/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","umsetzungspfad","related","Umsetzungspfad",true,"/begriffe/umsetzungspfad/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","pilotprojekte","related","Pilotprojekte",true,"/begriffe/pilotprojekte/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","politische-uebergangspfade","related","Politische Übergangspfade",true,"/begriffe/politische-uebergangspfade/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","wirkungs-konversion-von-altkapital","related","Wirkungs-Konversion von Altkapital",true,"/begriffe/wirkungs-konversion-von-altkapital/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","wirkung-im-preisschild","related","Wirkung im Preisschild",true,"/begriffe/wirkung-im-preisschild/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","wirkungspunkte","related","Wirkungspunkte",true,"/begriffe/wirkungspunkte/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","produktwirkung","related","produktwirkung",true,"/begriffe/produktwirkung/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","produktscorecard","related","produktscorecard",true,"/begriffe/produktscorecard/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","digitaler-produktpass","related","Digitaler Produktpass",true,"/begriffe/digitaler-produktpass/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","produktdaten","related","Produktdaten",true,"/begriffe/produktdaten/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","wirkungskommunikation","related","Wirkungskommunikation",true,"/begriffe/wirkungskommunikation/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","responsible-marketing","related","Responsible Marketing",true,"/begriffe/responsible-marketing/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","wirkungskompetenz","related","Wirkungskompetenz",true,"/begriffe/wirkungskompetenz/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","wirkungsrueckkopplung","related","Wirkungsrückkopplung",true,"/begriffe/wirkungsrueckkopplung/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","wirkungssteuer","related","Wirkungssteuer",true,"/begriffe/wirkungssteuer/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","ehrliche-preise","related","Ehrliche Preise",true,"/begriffe/ehrliche-preise/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","wirkungshaushalt","related","Wirkungshaushalt",true,"/begriffe/wirkungshaushalt/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","wirkungseinkommen","related","Wirkungseinkommen",true,"/begriffe/wirkungseinkommen/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","grunddividende","related","Grunddividende",true,"/begriffe/grunddividende/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","digitale-selbstbestimmung","related","Digitale Selbstbestimmung",true,"/begriffe/digitale-selbstbestimmung/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","social-credit","related","Social Credit",true,"/begriffe/social-credit/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","mensch-planet-demokratie","related","Mensch, Planet und Demokratie",true,"/begriffe/mensch-planet-demokratie/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","transformationspfad","related","Transformationspfad",true,"/begriffe/transformationspfad/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","wirkungsarchitektur","related","Wirkungsarchitektur",true,"/begriffe/wirkungsarchitektur/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","wirkungslenkung","related","Wirkungslenkung",true,"/begriffe/wirkungslenkung/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","wirkungsrisiko","related","Wirkungsrisiko",true,"/begriffe/wirkungsrisiko/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","wirkungsresilienz","related","Wirkungsresilienz",true,"/begriffe/wirkungsresilienz/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","wirkungsrat","related","Wirkungsrat",true,"/begriffe/wirkungsrat/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","wissensrat","related","Wissensrat",true,"/begriffe/wissensrat/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","wirkungsregister","related","Wirkungsregister",true,"/begriffe/wirkungsregister/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","woek-id","related","WÖk-ID",true,"/begriffe/woek-id/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","datenqualitaet","related","Datenqualität",true,"/begriffe/datenqualitaet/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","wirkungsdatenraeume","related","Wirkungsdatenräume",true,"/begriffe/wirkungsdatenraeume/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","wirkungssteuergesetz","related","Wirkungssteuergesetz",true,"/begriffe/wirkungssteuergesetz/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","oeffentliche-beschaffung","related","Öffentliche Beschaffung",true,"/begriffe/oeffentliche-beschaffung/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","wirkungsfonds","related","Wirkungsfonds",true,"/begriffe/wirkungsfonds/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","kapitalwirkung","related","Kapitalwirkung",true,"/begriffe/kapitalwirkung/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","verhaeltnismaessigkeit-nach-wirkung","related","Verhältnismäßigkeit nach Wirkung",true,"/begriffe/verhaeltnismaessigkeit-nach-wirkung/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","rechtsprechung-als-korrekturinstanz","related","Rechtsprechung als Korrekturinstanz",true,"/begriffe/rechtsprechung-als-korrekturinstanz/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","wirkungsinnovation","related","Wirkungsinnovation",true,"/begriffe/wirkungsinnovation/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","t-sroi","related","T-SROI",true,"/begriffe/t-sroi/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","nwi","related","NWI",true,"/begriffe/nwi/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","wirkungsaudit","related","Wirkungsaudit",true,"/begriffe/wirkungsaudit/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","wirkungsassurance","related","Wirkungsassurance",true,"/begriffe/wirkungsassurance/","relatedTerms",false,false
"wirkungsoekonomie-im-alltag","wirkungsrecht","related","Wirkungsrecht",true,"/begriffe/wirkungsrecht/","relatedTerms",false,false
